Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
38506703,02/20/2018 10:20:00 AM,03/05/2018 09:52:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11215,446 15 STREET,15 STREET,8 AVE,PROSPECT PARK W,,,ADDRESS,BROOKLYN,,N/A,Closed,,03/05/2018 09:52:00 AM,07 BROOKLYN,BROOKLYN,989449,180340,Unspecified,BROOKLYN,,,,,,,,40.66166682966838,-73.98126083063033,"(40.66166682966838, -73.98126083063033)"
38505052,02/20/2018 10:55:00 AM,02/21/2018 08:59:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11217,170 SOUTH PORTLAND AVENUE,SOUTH PORTLAND AVENUE,HANSON PL,ACADEMY PARK PL,,,ADDRESS,BROOKLYN,,N/A,Closed,,02/21/2018 08:59:00 AM,02 BROOKLYN,BROOKLYN,991453,188560,Unspecified,BROOKLYN,,,,,,,,40.68422748006945,-73.97402887013034,"(40.68422748006945, -73.97402887013034)"
38505051,02/20/2018 07:29:00 PM,03/05/2018 09:53:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10025,140 WEST   92 STREET,WEST   92 STREET,COLUMBUS AVE,AMSTERDAM AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,03/05/2018 09:53:00 AM,07 MANHATTAN,MANHATTAN,992382,227392,Unspecified,MANHATTAN,,,,,,,,40.79081088425813,-73.97063232851177,"(40.79081088425813, -73.97063232851177)"
38503295,02/19/2018 06:55:00 PM,02/20/2018 02:02:00 PM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11221,66 STOCKHOLM STREET,STOCKHOLM STREET,EVERGREEN AVE,CENTRAL AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,02/20/2018 02:02:00 PM,04 BROOKLYN,BROOKLYN,1004875,193074,Unspecified,BROOKLYN,,,,,,,,40.69659626684226,-73.92562071577358,"(40.69659626684226, -73.92562071577358)"
38501543,02/19/2018 06:47:00 AM,03/05/2018 09:52:00 AM,DEP,Department of Environmental Protection,Water Quality,"Clear Water With Organisms (Insects, Worms) (QE2)",,10314,3 FERNDALE AVENUE,FERNDALE AVENUE,ROCKLAND AVE,FERNDALE CT,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,03/05/2018 09:52:00 AM,02 STATEN ISLAND,STATEN ISLAND,940369,155736,Unspecified,STATEN ISLAND,,,,,,,,40.59402693178068,-74.15800365008234,"(40.59402693178068, -74.15800365008234)"
38500473,02/19/2018 12:18:00 AM,02/23/2018 09:26:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10012,181 SULLIVAN STREET,SULLIVAN STREET,W HOUSTON ST,BLEECKER ST,,,ADDRESS,NEW YORK,,N/A,Closed,,02/23/2018 09:26:00 AM,02 MANHATTAN,MANHATTAN,984012,204608,Unspecified,MANHATTAN,,,,,,,,40.72827838104702,-74.00085869981326,"(40.72827838104702, -74.00085869981326)"
38493853,02/18/2018 10:29:00 PM,02/20/2018 10:08:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11217,101 LAFAYETTE AVENUE,LAFAYETTE AVENUE,S PORTLAND AVE,S OXFORD ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,02/20/2018 10:08:00 AM,02 BROOKLYN,BROOKLYN,991435,189665,Unspecified,BROOKLYN,,,,,,,,40.68726046681265,-73.97409259256202,"(40.68726046681265, -73.97409259256202)"
38491082,02/17/2018 02:31:00 PM,04/05/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11222,174 NORMAN AVENUE,NORMAN AVENUE,DIAMOND ST,JEWEL ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/05/2018 12:00:00 AM,01 BROOKLYN,BROOKLYN,998865,204111,Unspecified,BROOKLYN,,,,,,,,40.72690216677661,-73.94727042286965,"(40.72690216677661, -73.94727042286965)"
38491029,02/17/2018 02:08:00 PM,04/04/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11363,43-06 ORIENT AVENUE,ORIENT AVENUE,43 AVE,CHURCH ST,,,ADDRESS,Little Neck,,N/A,Closed,,04/04/2018 12:00:00 AM,11 QUEENS,QUEENS,1055229,218989,Unspecified,QUEENS,,,,,,,,40.767465665776,-73.74375796742682,"(40.767465665776, -73.74375796742682)"
38484393,02/16/2018 01:45:00 PM,04/05/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11201,200 SCHERMERHORN STREET,SCHERMERHORN STREET,HOYT ST,BOND ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/05/2018 12:00:00 AM,02 BROOKLYN,BROOKLYN,988223,190233,Unspecified,BROOKLYN,,,,,,,,40.688821521050095,-73.98567396820371,"(40.688821521050095, -73.98567396820371)"
38483082,02/16/2018 09:39:00 AM,02/20/2018 09:38:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11208,1149 ELTON STREET,ELTON STREET,VANDALIA AVE,SCHROEDERS AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,02/20/2018 09:38:00 AM,05 BROOKLYN,BROOKLYN,1019214,178453,Unspecified,BROOKLYN,,,,,,,,40.65641992796387,-73.87398634212242,"(40.65641992796387, -73.87398634212242)"
38478707,02/15/2018 10:27:00 AM,02/16/2018 09:04:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10006,50 WEST STREET,WEST STREET,HUGH L CAREY TUNNEL APPR,RECTOR ST,,,ADDRESS,NEW YORK,,N/A,Closed,,02/16/2018 09:04:00 AM,01 MANHATTAN,MANHATTAN,979944,197222,Unspecified,MANHATTAN,,,,,,,,40.708004540682225,-74.01553124722169,"(40.708004540682225, -74.01553124722169)"
38175985,01/09/2018 02:33:00 PM,04/04/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10009,272 1 AVENUE,1 AVENUE,E 16 ST,E 17 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,04/04/2018 12:00:00 AM,06 MANHATTAN,MANHATTAN,989390,206206,Unspecified,MANHATTAN,,,,,,,,40.732663009585714,-73.9814537500014,"(40.732663009585714, -73.9814537500014)"
38174088,01/10/2018 09:27:00 PM,01/18/2018 09:47:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11421,88-08 80 STREET,80 STREET,88 AVE,88 RD,,,ADDRESS,Woodhaven,,N/A,Closed,,01/18/2018 09:47:00 AM,09 QUEENS,QUEENS,1022627,190623,Unspecified,QUEENS,,,,,,,,40.68980966957196,-73.86161628587675,"(40.68980966957196, -73.86161628587675)"
38172135,01/10/2018 08:14:00 PM,02/12/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11418,127-03 JAMAICA AVENUE,JAMAICA AVENUE,127 ST,129 ST,,,ADDRESS,Richmond Hill,,N/A,Closed,,02/12/2018 12:00:00 AM,09 QUEENS,QUEENS,1033095,194877,Unspecified,QUEENS,,,,,,,,40.70143430756635,-73.82383894278568,"(40.70143430756635, -73.82383894278568)"
38170248,01/09/2018 10:55:00 PM,02/12/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,10128,225 EAST   89 STREET,EAST   89 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,02/12/2018 12:00:00 AM,08 MANHATTAN,MANHATTAN,997585,223622,Unspecified,MANHATTAN,,,,,,,,40.78045692256794,-73.9518498504107,"(40.78045692256794, -73.9518498504107)"
38169919,01/09/2018 06:58:00 PM,01/30/2018 11:53:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11204,6801 21 AVENUE,21 AVENUE,68 ST,BAY RIDGE AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,01/30/2018 11:53:00 AM,11 BROOKLYN,BROOKLYN,988268,162748,Unspecified,BROOKLYN,,,,,,,,40.61338115878282,-73.98552807847415,"(40.61338115878282, -73.98552807847415)"
38168743,01/09/2018 11:43:00 AM,02/23/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10025,711 AMSTERDAM AVENUE,AMSTERDAM AVENUE,W 94 ST,W 95 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,02/23/2018 12:00:00 AM,07 MANHATTAN,MANHATTAN,992253,228201,Unspecified,MANHATTAN,,,,,,,,40.79303148882421,-73.97109723139283,"(40.79303148882421, -73.97109723139283)"
38167134,01/09/2018 08:23:00 PM,02/23/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,10019,300 WEST   55 STREET,WEST   55 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,02/23/2018 12:00:00 AM,04 MANHATTAN,MANHATTAN,988612,218039,Unspecified,MANHATTAN,,,,,,,,40.76514203092833,-73.98425326980676,"(40.76514203092833, -73.98425326980676)"
38165973,01/09/2018 10:14:00 PM,01/10/2018 07:58:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11415,84-70 129 STREET,129 STREET,KEW GARDENS RD,METROPOLITAN AVE,,,ADDRESS,Kew Gardens,,N/A,Closed,,01/10/2018 07:58:00 AM,09 QUEENS,QUEENS,1033141,196138,Unspecified,QUEENS,,,,,,,,40.70489519545206,-73.82366388782683,"(40.70489519545206, -73.82366388782683)"
38163180,01/09/2018 08:30:00 PM,01/10/2018 06:58:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,10019,300 WEST   55 STREET,WEST   55 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,01/10/2018 06:58:00 AM,04 MANHATTAN,MANHATTAN,988612,218039,Unspecified,MANHATTAN,,,,,,,,40.76514203092833,-73.98425326980676,"(40.76514203092833, -73.98425326980676)"
38163170,01/09/2018 02:52:00 PM,01/10/2018 02:26:00 PM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10025,205 WEST   95 STREET,WEST   95 STREET,AMSTERDAM AVE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,,01/10/2018 02:26:00 PM,07 MANHATTAN,MANHATTAN,992236,228378,Unspecified,MANHATTAN,,,,,,,,40.79351732136172,-73.9711584162792,"(40.79351732136172, -73.9711584162792)"
38161766,01/09/2018 08:26:00 PM,01/10/2018 06:57:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,10019,300 WEST   55 STREET,WEST   55 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,01/10/2018 06:57:00 AM,04 MANHATTAN,MANHATTAN,988612,218039,Unspecified,MANHATTAN,,,,,,,,40.76514203092833,-73.98425326980676,"(40.76514203092833, -73.98425326980676)"
38161731,01/09/2018 01:53:00 AM,02/12/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,10468,2764 CRESTON AVENUE,CRESTON AVENUE,E 196 ST,E 197 ST,,,ADDRESS,BRONX,,N/A,Closed,,02/12/2018 12:00:00 AM,07 BRONX,BRONX,1013832,256108,Unspecified,BRONX,,,,,,,,40.86958224000897,-73.89304183795436,"(40.86958224000897, -73.89304183795436)"
38153670,01/08/2018 09:21:00 AM,01/30/2018 11:32:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11415,84-08 129 STREET,129 STREET,KEW GARDENS RD,METROPOLITAN AVE,,,ADDRESS,Kew Gardens,,N/A,Closed,,01/30/2018 11:32:00 AM,09 QUEENS,QUEENS,1033065,196643,Unspecified,QUEENS,,,,,,,,40.70628171824401,-73.82393433685677,"(40.70628171824401, -73.82393433685677)"
38153653,01/08/2018 12:02:00 PM,01/09/2018 09:38:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,10011,240 WEST   23 STREET,WEST   23 STREET,7 AVE,8 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,01/09/2018 09:38:00 AM,04 MANHATTAN,MANHATTAN,985112,210559,Unspecified,MANHATTAN,,,,,,,,40.744612366935755,-73.9968891566609,"(40.744612366935755, -73.9968891566609)"
38152921,01/08/2018 08:03:00 PM,02/12/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11206,127 HART STREET,HART STREET,MARCY AVE,TOMPKINS AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,02/12/2018 12:00:00 AM,03 BROOKLYN,BROOKLYN,999066,191917,Unspecified,BROOKLYN,,,,,,,,40.69343220267178,-73.9465720671577,"(40.69343220267178, -73.9465720671577)"
38152872,01/08/2018 02:28:00 PM,01/30/2018 11:31:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11211,306 LEONARD STREET,LEONARD STREET,METROPOLITAN AVE,CONSELYEA ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,01/30/2018 11:31:00 AM,01 BROOKLYN,BROOKLYN,998725,199661,Unspecified,BROOKLYN,,,,,,,,40.71468822239902,-73.94778510005253,"(40.71468822239902, -73.94778510005253)"
38152711,01/08/2018 02:46:00 PM,01/09/2018 09:20:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11235,1230 AVENUE Y,AVENUE Y,E 12 ST,HOMECREST AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,01/09/2018 09:20:00 AM,15 BROOKLYN,BROOKLYN,996002,154144,Unspecified,BROOKLYN,,,,,,,,40.58975804628995,-73.95768694286875,"(40.58975804628995, -73.95768694286875)"
38149716,01/08/2018 09:52:00 PM,01/30/2018 11:32:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10033,485 WEST  187 STREET,WEST  187 STREET,LAUREL HILL TER,AMSTERDAM AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,01/30/2018 11:32:00 AM,12 MANHATTAN,MANHATTAN,1004202,249606,Unspecified,MANHATTAN,,,,,,,,40.851763233654815,-73.92787988440995,"(40.851763233654815, -73.92787988440995)"
38147172,01/07/2018 01:36:00 PM,01/16/2018 11:39:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10463,500 KAPPOCK STREET,KAPPOCK STREET,JOHNSON AVE,BEND,,,ADDRESS,BRONX,,N/A,Closed,,01/16/2018 11:39:00 AM,08 BRONX,BRONX,1006968,258890,Unspecified,BRONX,,,,,,,,40.87723830654342,-73.91785021046628,"(40.87723830654342, -73.91785021046628)"
38143554,01/07/2018 02:38:00 PM,01/08/2018 09:35:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10308,26 HOWTON AVENUE,HOWTON AVENUE,GIFFORDS LN,LINTON PL,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,01/08/2018 09:35:00 AM,03 STATEN ISLAND,STATEN ISLAND,942014,142118,Unspecified,STATEN ISLAND,,,,,,,,40.55665624288971,-74.15199537758517,"(40.55665624288971, -74.15199537758517)"
38142108,01/07/2018 08:24:00 AM,01/08/2018 09:34:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11209,75 70 STREET,70 STREET,NARROWS AVE,LOUISE TER,,,ADDRESS,BROOKLYN,,N/A,Closed,,01/08/2018 09:34:00 AM,10 BROOKLYN,BROOKLYN,975025,171430,Unspecified,BROOKLYN,,,,,,,,40.63720753520531,-74.03323821457653,"(40.63720753520531, -74.03323821457653)"
38128700,01/06/2018 03:31:00 AM,04/04/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10011,350 WEST   24 STREET,WEST   24 STREET,BEND,9 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,04/04/2018 12:00:00 AM,04 MANHATTAN,MANHATTAN,984126,211365,Unspecified,MANHATTAN,,,,,,,,40.74682467606051,-74.00044751436617,"(40.74682467606051, -74.00044751436617)"
38110749,01/05/2018 03:00:00 PM,01/08/2018 09:19:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10075,515 EAST   79 STREET,EAST   79 STREET,YORK AVE,EAST END AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,01/08/2018 09:19:00 AM,08 MANHATTAN,MANHATTAN,998145,220231,Unspecified,MANHATTAN,,,,,,,,40.77114865750011,-73.94983480935903,"(40.77114865750011, -73.94983480935903)"
38109995,01/04/2018 05:30:00 PM,02/23/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11206,59 SCHOLES STREET,SCHOLES STREET,LORIMER ST,LEONARD ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,02/23/2018 12:00:00 AM,01 BROOKLYN,BROOKLYN,998733,197362,Unspecified,BROOKLYN,,,,,,,,40.70837800210686,-73.94776118766912,"(40.70837800210686, -73.94776118766912)"
38107456,01/04/2018 12:14:00 PM,01/30/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,10022,979 2 AVENUE,2 AVENUE,E 51 ST,E 52 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,01/30/2018 12:00:00 AM,06 MANHATTAN,MANHATTAN,993193,214707,Unspecified,MANHATTAN,,,,,,,,40.75599309915336,-73.96772038772485,"(40.75599309915336, -73.96772038772485)"
38106586,01/01/2018 10:02:00 PM,01/30/2018 11:46:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11365,71-77 159 STREET,159 STREET,DEAD END,72 AVE,,,ADDRESS,Fresh Meadows,,N/A,Closed,,01/30/2018 11:46:00 AM,08 QUEENS,QUEENS,1036949,204591,Unspecified,QUEENS,,,,,,,,40.72807474071901,-73.80986336677563,"(40.72807474071901, -73.80986336677563)"
38105614,01/02/2018 06:07:00 PM,02/26/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10304,85 DELAWARE STREET,DELAWARE STREET,DUTCHESS AVE,DALEMERE RD,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,02/26/2018 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,955823,156239,Unspecified,STATEN ISLAND,,,,,,,,40.595470603427536,-74.10236014352013,"(40.595470603427536, -74.10236014352013)"
38103339,01/03/2018 07:24:00 PM,02/26/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11230,1537 EAST    7 STREET,EAST    7 STREET,AVENUE N,AVENUE O,,,ADDRESS,BROOKLYN,,N/A,Closed,,02/26/2018 12:00:00 AM,12 BROOKLYN,BROOKLYN,993411,162734,Unspecified,BROOKLYN,,,,,,,,40.61333890691021,-73.96700418324615,"(40.61333890691021, -73.96700418324615)"
38102046,01/03/2018 09:50:00 AM,01/30/2018 11:44:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10027,165 WEST  127 STREET,WEST  127 STREET,LENOX AVE,ADAM CLAYTON POWELL JR BLVD,,,ADDRESS,NEW YORK,,N/A,Closed,,01/30/2018 11:44:00 AM,10 MANHATTAN,MANHATTAN,999135,234313,Unspecified,MANHATTAN,,,,,,,,40.80979834066753,-73.94622940031867,"(40.80979834066753, -73.94622940031867)"
38095152,01/03/2018 10:55:00 AM,01/30/2018 11:45:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11238,482 FRANKLIN AVENUE,FRANKLIN AVENUE,JEFFERSON AVE,HANCOCK ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,01/30/2018 11:45:00 AM,03 BROOKLYN,BROOKLYN,996483,187817,Unspecified,BROOKLYN,,,,,,,,40.68218259210768,-73.95589405828389,"(40.68218259210768, -73.95589405828389)"
38080101,01/01/2018 08:44:00 AM,01/30/2018 11:40:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11221,1158 MYRTLE AVENUE,MYRTLE AVENUE,TROUTMAN ST,MYRTLE AVENUE LINE,,,ADDRESS,BROOKLYN,,N/A,Closed,,01/30/2018 11:40:00 AM,04 BROOKLYN,BROOKLYN,1002637,193272,Unspecified,BROOKLYN,,,,,,,,40.69714466352756,-73.93369100050485,"(40.69714466352756, -73.93369100050485)"
38077741,01/01/2018 07:23:00 PM,01/02/2018 11:40:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11205,65 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,CLERMONT AVE,VANDERBILT AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,01/02/2018 11:40:00 AM,02 BROOKLYN,BROOKLYN,992482,191247,Unspecified,BROOKLYN,,,,,,,,40.691601780845545,-73.97031542587592,"(40.691601780845545, -73.97031542587592)"
38073890,01/01/2018 12:59:00 PM,01/30/2018 11:36:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11429,113-04 209 STREET,209 STREET,113 AVE,MURDOCK AVE,,,ADDRESS,Queens Village,,N/A,Closed,,01/30/2018 11:36:00 AM,13 QUEENS,QUEENS,1054560,195643,Unspecified,QUEENS,,,,,,,,40.703392272734014,-73.74641710177575,"(40.703392272734014, -73.74641710177575)"
38871070,04/05/2018 01:12:00 PM,04/06/2018 11:04:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10019,117 WEST   58 STREET,WEST   58 STREET,AVENUE OF THE AMERICAS,7 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,04/06/2018 11:04:00 AM,05 MANHATTAN,MANHATTAN,990496,218104,Unspecified,MANHATTAN,,,,,,,,40.76531930880851,-73.97745200845067,"(40.76531930880851, -73.97745200845067)"
38869664,04/05/2018 12:02:00 AM,04/05/2018 09:16:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11235,3154 EMMONS AVENUE,EMMONS AVENUE,FORD ST,COYLE ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/05/2018 09:16:00 AM,15 BROOKLYN,BROOKLYN,1002573,152070,Unspecified,BROOKLYN,,,,,,,,40.58405418317125,-73.93403369871321,"(40.58405418317125, -73.93403369871321)"
38862866,04/05/2018 05:00:00 PM,04/06/2018 08:57:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10029,3 EAST  101 STREET,EAST  101 STREET,5 AVE,MADISON AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,04/06/2018 08:57:00 AM,11 MANHATTAN,MANHATTAN,997224,227453,Unspecified,MANHATTAN,,,,,,,,40.790972530762545,-73.95314595351358,"(40.790972530762545, -73.95314595351358)"
38860817,04/04/2018 10:04:00 AM,04/05/2018 09:13:00 AM,DEP,Department of Environmental Protection,Water Quality,Defective Water Sampling Station (QSS),,11233,579A MACON STREET,MACON STREET,MALCOLM X BLVD,PATCHEN AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/05/2018 09:13:00 AM,03 BROOKLYN,BROOKLYN,1004195,188327,Unspecified,BROOKLYN,,,,,,,,40.68356840779876,-73.92808703092258,"(40.68356840779876, -73.92808703092258)"
38857676,04/04/2018 03:55:00 PM,04/05/2018 09:28:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11357,3 144 STREET,144 STREET,5 AVE,PARSONS BLVD,,,ADDRESS,Whitestone,,N/A,Closed,,04/05/2018 09:28:00 AM,07 QUEENS,QUEENS,1032881,226186,Unspecified,QUEENS,,,,,,,,40.787370679416505,-73.8243843621337,"(40.787370679416505, -73.8243843621337)"
38852597,04/03/2018 12:35:00 PM,04/04/2018 08:49:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10012,89 BLEECKER STREET,BLEECKER STREET,BROADWAY,MERCER ST,,,ADDRESS,NEW YORK,,N/A,Closed,,04/04/2018 08:49:00 AM,02 MANHATTAN,MANHATTAN,985211,204098,Unspecified,MANHATTAN,,,,,,,,40.72687850633396,-73.99653280173904,"(40.72687850633396, -73.99653280173904)"
38848651,04/03/2018 03:47:00 PM,04/04/2018 07:10:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,10022,245 EAST   54 STREET,EAST   54 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,04/04/2018 07:10:00 AM,06 MANHATTAN,MANHATTAN,993145,215400,Unspecified,MANHATTAN,,,,,,,,40.757895255677305,-73.9678927260891,"(40.757895255677305, -73.9678927260891)"
38842641,04/02/2018 06:28:00 PM,04/03/2018 10:01:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11218,100 CATON AVENUE,CATON AVENUE,MC DONALD AVE,E 2 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/03/2018 10:01:00 AM,12 BROOKLYN,BROOKLYN,989768,175109,Unspecified,BROOKLYN,,,,,,,,40.647308685037515,-73.98011531358515,"(40.647308685037515, -73.98011531358515)"
38840986,04/02/2018 03:26:00 PM,04/03/2018 07:50:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11249,34 NORTH    6 STREET,NORTH    6 STREET,UNNAMED ST,KENT AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/03/2018 07:50:00 AM,01 BROOKLYN,BROOKLYN,994611,201578,Unspecified,BROOKLYN,,,,,,,,40.719955701423515,-73.96262236128253,"(40.719955701423515, -73.96262236128253)"
38838887,04/02/2018 12:26:00 PM,04/03/2018 09:37:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11230,264 AVENUE O,AVENUE O,DAHILL RD,MC DONALD AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/03/2018 09:37:00 AM,11 BROOKLYN,BROOKLYN,991369,161978,Unspecified,BROOKLYN,,,,,,,,40.611265718656185,-73.97435979452284,"(40.611265718656185, -73.97435979452284)"
